name,url,level,rating,price
"Moneylion, bluebird and usa banks",https://accountsplace.co.ke/ads/moneylion_bluebird1682784859,2,5,"KES 7,000"
"Madison account, 330 plus orders. Owner available and 8 orders in progress. No cancellation this year",https://accountsplace.co.ke/ads/madison_account1681634089,,"97%, 4.8","KES 210,000"
"Madison Essaypro, 930 plus orders completed. Owner available and 10 orders in progress.",https://accountsplace.co.ke/ads/madison_essaypro1681633945,Probation 30 limit,96% and 4.8,"KES 240,000"
Qualitywriters & Prowriters twin account.,https://accountsplace.co.ke/ads/qualitywriters_prowriters_twin_account1682783484,Expert,,"KES 60,000"
"Homeworkmarket, completed 3000+ orders, rated 4.8, earned over 11M. Affordable",https://accountsplace.co.ke/ads/homeworkmarket_completed_3000_orders_rated_48_earned_over_11m_affordable1680497752,Used,4.8,"KES 55,000"
Hub senior,https://accountsplace.co.ke/ads/hub_senior1682774597,Senior,41,"KES 45,000"
ESSAYSHARK KENYAN PROFILE RATED 9.56 AFTER 235 ORDERS,https://accountsplace.co.ke/ads/essayshark_kenyan_profile_rated_956_after_235_orders1682769523,N/A,9.56,"KES 95,000"
STUDYPOOL STANDARD LEVEL RATED 84% AFTER 52 ORDERS WITH HUMANITIES BUSINESS ECONOMICS AND WRITING BADGES,https://accountsplace.co.ke/ads/studypool_standard_level_rated_84_after_52_orders_with_humanities_business_economics_and_writing_badges1682768803,Standard,84,"KES 10,000"
WRITEDOM PROBATION LEVEL RATED 4.3 COMPLETED 1000+ ORDERS WITH 16 ORDERS IN PROGRESS,https://accountsplace.co.ke/ads/writedom_probation_level_rated_43_completed_1000_orders_with_16_orders_in_progress1682768602,Probation,4.3,"KES 62,000"
"Studypool standard, 160+ orders, 96%, 5 badges (WRITING, humanities, healthmedical, Science, and Economics)",https://accountsplace.co.ke/ads/studypool_standard_160_orders_96_5_badges_writing_humanities_healthmedical_science_and_economics1680497711,Standard,96%,"KES 37,000"
"Studypool PARTNER standard, done 130+ orders, rated 92%, 3 badges (Business, Humanities and Health medical). SA profile",https://accountsplace.co.ke/ads/studypool_partner_standard_done_130_orders_rated_92_3_badges_business_humanities_and_health_medical_sa_profile1680497669,Standard,92%,"KES 38,000"
fiverr,https://accountsplace.co.ke/ads/fiverr1681633854,active,2,"KES 1,500"
"🎉Quicky sale 🎉 Used Active NERDY TAKE ACC-Done 14 orders [biology, sociology, IT writup, Business, Management] with ksh 5000 inside and a good rating of 4/5",https://accountsplace.co.ke/ads/quicky_sale_used_active_nerdy_take_acc_done_14_orders_biology_sociology_it_writup_business_management_with_ksh_5000_inside_and_a_good_rating_of_451681628504,Used,4/5,"KES 23,000"
Newly Approved writerslab,https://accountsplace.co.ke/ads/newly_approved_writerslab1681621990,New,New,"KES 75,000"
Studypool new tutor completed 3,https://accountsplace.co.ke/ads/studypool_new_tutor_completed_31681612310,New tutor,100,"KES 8,000"
Studypool standard completed 5 with humanities and computer science bages,https://accountsplace.co.ke/ads/studypool_standard_completed_5_with_humanities_and_computer_science_bages1681612194,Standard,100,"KES 10,000"
Edusson advanced,https://accountsplace.co.ke/ads/edusson_advanced1682767124,Edusson advanced,4.7 completed 700 orders,KES 110
Edusson intermediate,https://accountsplace.co.ke/ads/edusson_intermediate1682766699,Beginner,4.8,KES 90
Edusson advanced,https://accountsplace.co.ke/ads/edusson_advanced1682766294,Beginner,4.7,KES 110
Hub senior active done 100+ orders KPI 41 customers satisfaction rate 100% affordable,https://accountsplace.co.ke/ads/hub_senior_active_done_100_orders_kpi_41_customers_satisfaction_rate_100_affordable1682759834,SENIOR,41,"KES 57,000"
Essapro,https://accountsplace.co.ke/ads/essapro1680496639,newly customized,5,"KES 285,000"
Academia research senior advanced 250 orders 5 takes 2 in progress with 50 usd pending,https://accountsplace.co.ke/ads/academia_research_senior_advanced_250_orders_5_takes_2_in_progress_with_50_usd_pending1680492769,Senior,Senior,"KES 125,000"
"ESSAYPRO ACTIVE AVAILABLE. 5, 98 with 380+ orders. Real profile owner available.",https://accountsplace.co.ke/ads/essaypro_active_available_5_98_with_380_orders_real_profile_owner_available1680475287,ACTIVE,98/100,"KES 395,000"
ESSAYPRO ACTIVE ON SALE,https://accountsplace.co.ke/ads/essaypro_active_on_sale1680475075,n/a,98/100,"KES 395,000"
Nerdy Turtlez(Statistics and Web development),https://accountsplace.co.ke/ads/nerdy_turtlezstatistics_and_web_development1680474883,new,100,"KES 10,000"
WRITERSHUB TEAM WRITER LEVEL 50 TAKES DONE 650+ ORDERS KPI 43 VERY CLEAN WITH INTACT CREDENTIALS,https://accountsplace.co.ke/ads/writershub_team_writer_level_50_takes_done_650_orders_kpi_43_very_clean_with_intact_credentials1680474538,TEAM WRITER,KPI 43,"KES 95,000"
"Studypool rising star, 30 orders, 100%, 3 badges (Business, Health medical, and Science)",https://accountsplace.co.ke/ads/studypool_rising_star_30_orders_100_3_badges_business_health_medical_and_science1683527854,Rising star,100%,"KES 36,000"
"WRITERSHUB SENIOR  DONE 70+ ORDERS KPI 37, 2 ORDERS IN PROGRESS WITH $70 INSIDE, NO WARNING ⚠️",https://accountsplace.co.ke/ads/writershub_senior_done_70_orders_kpi_37_2_orders_in_progress_with_70_inside_no_warning1680474486,SENIOR,KPI 37,"KES 50,000"
"Studypool RISING STAR, 3 orders, 100%, 3 badges",https://accountsplace.co.ke/ads/studypool_rising_star_3_orders_100_3_badges1683527814,Rising star,100%,"KES 18,000"
"Studypool Top Tutor, 380+ orders, rated 96%, 4 key badges (Business, Humanities, Science, and Ambassador's badge)",https://accountsplace.co.ke/ads/studypool_top_tutor_380_orders_rated_96_4_key_badges_business_humanities_science_and_ambassadors_badge1683527775,Top Tutor,96%,"KES 65,000"
Textroyal enterprise,https://accountsplace.co.ke/ads/textroyal_enterprise1683527767,Enterprise,4.68,"KES 35,000"
"Studypool Top tutor, rated 99% after completing 255 orders, 3 prime subject badges (Business, Humanities, and Health medical).Clean",https://accountsplace.co.ke/ads/studypool_top_tutor_rated_99_after_completing_255_orders_3_prime_subject_badges_business_humanities_and_health_medicalclean1683527745,Top Tutor,99%,"KES 120,000"
"Just in: Studypool Top Tutor, done 16 questions, 100%, 3 badges (Business, Health medical, and Economics)",https://accountsplace.co.ke/ads/just_in_studypool_top_tutor_done_16_questions_100_3_badges_business_health_medical_and_economics1683527712,Top Tutor,100%,"KES 50,000"
Textroyal premium,https://accountsplace.co.ke/ads/textroyal_premium1683527689,Premium,4,"KES 25,000"
"New FWC, female profile. All credentials and profile owner available. Minimum cpp $5",https://accountsplace.co.ke/ads/new_fwc_female_profile_all_credentials_and_profile_owner_available_minimum_cpp_51683527433,New,5.0,"KES 45,000"
UVOCORP MENTOR MODULE 3 WITH 4 ORDERS IN PROGRESS,https://accountsplace.co.ke/ads/uvocorp_mentor_module_3_with_4_orders_in_progress1683526936,MENTOR,N/A,"KES 110,000"
WRITEDOM KENYAN PROFILE REGULAR LEVEL DONE 9500 PLUS ORDERS RATED 4.7 WITH INTACT CREDENTIALS,https://accountsplace.co.ke/ads/writedom_kenyan_profile_regular_level_done_9500_plus_orders_rated_47_with_intact_credentials1683524962,REGULAR,4.7,"KES 385,000"
"Studypool standard, rated 100% after 5 orders, 2 subject badges (Humanities and WRITING). Top tutor potential",https://accountsplace.co.ke/ads/studypool_standard_rated_100_after_5_orders_2_subject_badges_humanities_and_writing_top_tutor_potential1682917275,Standard,100%,"KES 14,000"
"Studypool Top Tutor acc, completed 40+ orders, rating: 100%, 3 subject badges (Business, Humanities, and Science). WRITING badge almost unlocking",https://accountsplace.co.ke/ads/studypool_top_tutor_acc_completed_40_orders_rating_100_3_subject_badges_business_humanities_and_science_writing_badge_almost_unlocking1682917227,Top Tutor,100%,"KES 78,000"
"Studypool TopTutor account, completed more than 75 orders, rated 98%, with 4 prime badges (Business, WRITING, Health medical, and Computer Science)",https://accountsplace.co.ke/ads/studypool_toptutor_account_completed_more_than_75_orders_rated_98_with_4_prime_badges_business_writing_health_medical_and_computer_science1682917077,Top Tutor,98%,"KES 85,000"
"Studypool Top Tutor, 380+ orders, rated 96%, 4 key badges (Business, Humanities, Science, and Ambassador's badge)",https://accountsplace.co.ke/ads/studypool_top_tutor_380_orders_rated_96_4_key_badges_business_humanities_science_and_ambassadors_badge1682917043,Top Tutor,96%,"KES 90,000"
"Studypool Top Tutor, completed 13 orders, rated 100%, 3 badges (Science, Health medical, and Comp Science)",https://accountsplace.co.ke/ads/studypool_top_tutor_completed_13_orders_rated_100_3_badges_science_health_medical_and_comp_science1682916997,Top Tutor,100%,"KES 49,000"
WRITEDOM RATED 4.5 DONE 200+,https://accountsplace.co.ke/ads/writedom_rated_45_done_2001682916977,Probation,4.5,"KES 38,000"
"Studypool standard, 360+ orders, 96%, 2 badges (Business and Science)",https://accountsplace.co.ke/ads/studypool_standard_360_orders_96_2_badges_business_and_science1682916953,Standard,96%,"KES 30,000"
WRITEDOM PROBATION LEVEL NEW KENYAN,https://accountsplace.co.ke/ads/writedom_probation_level_new_kenyan1682916426,PROBATION,N/A,"KES 50,000"
WRITEDOM REGULAR LEVEL NEW KENYAN PROFILE,https://accountsplace.co.ke/ads/writedom_regular_level_new_kenyan_profile1682916392,REGULAR,N/A,"KES 63,000"
Personal Turnitin instructor (With AI detector)  available 3 months service  With Over 500 student enrollment  Unlimited submission,https://accountsplace.co.ke/ads/personal_turnitin_instructor_with_ai_detector_available_3_months_service_with_over_500_student_enrollment_unlimited_submission1680769466,Na,Na,"KES 4,999"
BRAND NEW EDDUSON KENYAN PROFILE MALE AND FEMALE WITH PROFILE OWNER N SIMCARD AVAILABLE,https://accountsplace.co.ke/ads/brand_new_edduson_kenyan_profile_male_and_female_with_profile_owner_n_simcard_available1680768089,Zero mileage,5,"KES 110,000"
WRITERSHUB SENIOR LEVEL 10 TAKES COMPLETED 33 ORDERS WITH A KPI OF 43 AND A GOOD CUSTOMER SATISFACTION RATE,https://accountsplace.co.ke/ads/writershub_senior_level_10_takes_completed_33_orders_with_a_kpi_of_43_and_a_good_customer_satisfaction_rate1682916355,SENIOR,KPI 41,"KES 60,000"
EDDUSON ADVANCED DONE 70 ORDERS RATED 4.8 ACTIVE OPENED IN 2023 WITH ALL CREDENTIALS AVAILABLE,https://accountsplace.co.ke/ads/edduson_advanced_done_70_orders_rated_48_active_opened_in_2023_with_all_credentials_available1680768027,Advanced,4.8,"KES 146,000"
British EDITOR AVAilABLE,https://accountsplace.co.ke/ads/british_editor_available1680766529,3.83,3.83,"KES 35,000"
Study.com,https://accountsplace.co.ke/ads/studycom1680764286,New,100,"KES 40,000"
Nerdy Pure management non technical account on sale,https://accountsplace.co.ke/ads/nerdy_pure_management_non_technical_account_on_sale1680762820,New,100,"KES 22,000"
Study Pool account ;Rising start..humanities health and Business badges.,https://accountsplace.co.ke/ads/study_pool_account_rising_starthumanities_health_and_business_badges1680762569,Rising Start,100,"KES 28,000"
"Studypool standard, rated 94% after completing 800+ question, 3 key badges (Business, Humanities, and Health medical)",https://accountsplace.co.ke/ads/studypool_standard_rated_94_after_completing_800_question_3_key_badges_business_humanities_and_health_medical1680761043,Standard,94%,"KES 45,000"
Active edusson advanced 4.8 2022 120 orders all credentials available,https://accountsplace.co.ke/ads/active_edusson_advanced_48_2022_120_orders_all_credentials_available1680760941,Advanced,4.8,"KES 135,000"
"Studypool PARTNER standard, done 130+ orders, rated 92%, 3 badges (Business, Humanities and Health medical). SA profile",https://accountsplace.co.ke/ads/studypool_partner_standard_done_130_orders_rated_92_3_badges_business_humanities_and_health_medical_sa_profile1680760876,Standard,92%,"KES 35,000"
Homework market earned 24k usd available @20k only rated 4.6 done 400 orders,https://accountsplace.co.ke/ads/homework_market_earned_24k_usd_available_at_20k_only_rated_46_done_400_orders1681835419,Used,Used,"KES 20,000"
"Essaypro rated 96%, 4.8 completed 350+ orders",https://accountsplace.co.ke/ads/essaypro_rated_96_48_completed_350_orders1681828263,Used,"96%,4.8","KES 210,000"
BRAND NEW PROFICIENT WRITERS,https://accountsplace.co.ke/ads/brand_new_proficient_writers1681827858,PROBATION,,"KES 45,000"
Brandnew VIP writers male Profile,https://accountsplace.co.ke/ads/brandnew_vip_writers_male_profile1681827733,New,New,"KES 10,000"
Studypool Top-tutor level rated. 100% after 13 orders,https://accountsplace.co.ke/ads/studypool_top_tutor_level_rated_100_after_13_orders1681827692,Top-tutor,💯,"KES 63,000"
Writedom Probation 5* completed 4 orders,https://accountsplace.co.ke/ads/writedom_probation_5_completed_4_orders1681827617,Probation,5/5,"KES 52,000"
Brandnew Uvocorp expert/university B rated 80%,https://accountsplace.co.ke/ads/brandnew_uvocorp_expertuniversity_b_rated_801681827547,University,80%,"KES 155,000"
Brandnew Edusson beginner zero orders,https://accountsplace.co.ke/ads/brandnew_edusson_beginner_zero_orders1681827456,Beginner,New,"KES 105,000"
Writedom Probation 4.7 completed 20 orders( very active),https://accountsplace.co.ke/ads/writedom_probation_47_completed_20_orders_very_active1681827408,Probation,4.7,"KES 58,000"
"Brandnew writerslabs non-technical subjects, amel Profile",https://accountsplace.co.ke/ads/brandnew_writerslabs_non_technical_subjects_amel_profile1681827233,New,New,"KES 77,000"
"Studypool rising star, 20 orders, 95%, 3 badges (Business, humanities, and economics)",https://accountsplace.co.ke/ads/studypool_rising_star_20_orders_95_3_badges_business_humanities_and_economics1682747512,Rising star,95%,"KES 24,000"
"Studypool standard, 49 orders, 91%, 4 badges (Business, Science, Health medical, and Mathematics)",https://accountsplace.co.ke/ads/studypool_standard_49_orders_91_4_badges_business_science_health_medical_and_mathematics1682747462,Standard,91%,"KES 12,000"
"Studypool standard, rated 100% after 5 orders, 2 subject badges (Humanities and WRITING). Top tutor potential",https://accountsplace.co.ke/ads/studypool_standard_rated_100_after_5_orders_2_subject_badges_humanities_and_writing_top_tutor_potential1682747360,Standard,100%,"KES 14,000"
"Studypool standard acc, completed over 350 orders, rating 93%, 2 good badges (Business and Comp Science)",https://accountsplace.co.ke/ads/studypool_standard_acc_completed_over_350_orders_rating_93_2_good_badges_business_and_comp_science1682747327,Standard,93%,"KES 20,000"
"TODAY'S OFFER: Studypool Top Tutor, completed 13 orders, rated 100%, 3 badges (Science, Health medical, and Comp Science)",https://accountsplace.co.ke/ads/todays_offer_studypool_top_tutor_completed_13_orders_rated_100_3_badges_science_health_medical_and_comp_science1682747292,Top Tutor,100%,"KES 49,000"
EDUSSON ADVANCED LEVEL 700+ ORDERS. RATED 4.7*,https://accountsplace.co.ke/ads/edusson_advanced_level_700_orders_rated_471682745670,ADVANCED,4.7,"KES 105,000"
Edusson Advanced Perfectly Rated,https://accountsplace.co.ke/ads/edusson_advanced_perfectly_rated1682708963,Advanced,4.9,"KES 130,000"
WritersHub Junior,https://accountsplace.co.ke/ads/writershub_junior1682703842,Junior,KPI 20.00,"KES 18,000"
"Nerdy Turtlez; Finance, supply chain management and Project management",https://accountsplace.co.ke/ads/nerdy_turtlez_finance_supply_chain_management_and_project_management1682703573,Base rate 0.7,,"KES 19,000"
Edusson done 1 orders  Done adaptation test Available 🔥🔥,https://accountsplace.co.ke/ads/edusson_done_1_orders_done_adaptation_test_available1682700929,Used,Used,"KES 120,000"
New verblio Account pays $23 for 300-500 words,https://accountsplace.co.ke/ads/new_verblio_account_pays_23_for_300_500_words1683389157,0,100,"KES 5,000"
Tsm rated 86,https://accountsplace.co.ke/ads/tsm_rated_861683388129,86,86,"KES 75,000"
Freelancing Work account,https://accountsplace.co.ke/ads/freelancing_work_account1683386592,IMMEDIATE,3.5,"KES 15,000"
PAPER4ME DONE 20 ORDERS CPP$4+  LOTS OF ORDERS AVAILABLE.,https://accountsplace.co.ke/ads/paper4me_done_20_orders_cpp4_lots_of_orders_available1683385430,USED,,"KES 35,000"
Kenya writers account,https://accountsplace.co.ke/ads/kenya_writers_account1683374525,Expert,95/100,"KES 5,000"
Transcription staff account,https://accountsplace.co.ke/ads/transcription_staff_account1683367272,100,100,"KES 8,000"
"Studypool Top Tutor, 200+ orders, 98%, 4 badgez (Business, humanities, Writing and Science)@ KES 120000",https://accountsplace.co.ke/ads/studypool_top_tutor_2000_orders_98_4_badgez_business_humanities_writing_and_science_at_kes_1200001683363015,TOP TUTOR,98,"KES 120,000"
WRITERSLABS  BRAND NEW MALE PROFILE WITH DOCS PLUS SIMCARD AVAILABLE NOW!!,https://accountsplace.co.ke/ads/writerslabs_brand_new_male_profile_with_docs_plus_simcard_available_now1683356923,NEW,100,"KES 68,000"
"ESSAYPRO RATED 95% 4.8, 400+ ORDERS, SOME ORDERS IN PROGRESS WITH SOME $$ AVAILABLE. BIDDING LIMIT 30, FRIENDLY MANAGER. NB: QUOTED PRICE IS NEGOTIABLE",https://accountsplace.co.ke/ads/essaypro_rated_95_48_400_orders_some_orders_in_progress_with_some_available_bidding_limit_30_friendly_manager_nb_quoted_price_is_negotiable1683356717,USED,95,"KES 175,000"
hirewriters beginner uk profile,https://accountsplace.co.ke/ads/hirewriters_beginner_uk_profile1683356415,new,new,"KES 15,000"
Edusson Advance,https://accountsplace.co.ke/ads/edusson_advance1682410388,Advance,4.8,"KES 140,000"
Brand new Freelance writing center,https://accountsplace.co.ke/ads/brand_new_freelance_writing_center1682410277,New,New,"KES 55,000"
